"","GSM6765206","GSM6765207","GSM6765208","GSM6765209","GSM6765210","GSM6765211","GSM6765212","GSM6765213","GSM6765214","GSM6765215","GSM6765225","GSM6765240"
"HSPA5",-0.682779703123911,-0.932440635888742,-0.812708266729448,-0.568660576674528,-0.578046383300558,-0.590823383754641,-0.374152903975539,-0.195957794053257,-0.104170157335989,1.6246322526941,1.59868386811473,1.61642368402779
"AREG",-0.966879899866331,-0.88604349232854,-1.27206097275381,0.435000220776077,0.124641668964058,0.449775874030375,-0.732051147602078,-0.589110663846248,-0.707566276388911,1.59680187214977,1.07799700406798,1.46949581279766
"ODC1",-0.485753779641254,-0.896723765885463,-0.750532483045474,-0.552229702966184,-0.538479429255302,-0.652435416519323,-0.427210717829545,-0.204488060907497,-0.389566391171027,1.68800739926718,1.59018197582888,1.61923037212502
"MT1G",-0.213923079251701,0.741551097373625,0.342846257478646,0.672966425802723,0.733437357491512,0.741456952283078,0.570158480688208,0.609145988659086,0.597268566883177,-1.46290310274217,-1.63329531004285,-1.69870963462333
"MT2A",-0.365319285678304,1.04598078062082,0.391033737274957,0.555861922457236,0.570624434614724,0.634269738888327,0.558252134371438,0.767413581995145,0.539736388903643,-1.44003983588306,-1.55682368539164,-1.70098991217329
"APOC1",-0.946502973229251,-0.192594899309582,-0.322399442652993,-0.70222793322414,-0.730026292091386,-0.988922896285734,-0.44268357564006,-0.282530602629073,-0.162763701048029,1.66726617631634,1.72705468584928,1.37633145394463
"AHSG",-0.705125009914207,-0.487425520970433,-0.721812369637188,-0.603196746294446,-0.733244870686541,-0.762537930538294,-0.271067743446053,-0.267447613200412,-0.315491639903277,1.84001257830008,1.66966854981918,1.3576683164716
"SLC7A7",1.03545940936898,1.61889568793446,1.05868474740829,0.0811460526111484,-0.142285375802622,-0.185126417887345,0.0661853528997695,0.482082362339545,0.170357736238643,-1.28099313789851,-1.46875868037672,-1.43564773683565
"TFF1",-0.829677359767236,-0.711917475559707,-0.854417913750206,-0.499127818918677,-0.481954511543864,-0.528435370091752,-0.351233381937549,-0.412935193731122,-0.208213112551137,1.45254899871542,1.72748646695736,1.69787667217847
"FABP1",-0.727969517710121,-1.01533507411788,-0.829614665382803,-0.544087763289298,-0.581591576743009,-0.455142549606532,-0.222115362108707,-0.177252243945201,-0.267041712317795,1.59217038926245,1.69292189703188,1.53505817892702
"SPINK1",-0.721417625622686,-0.801123889320943,-0.826335009674848,-0.571866523002063,-0.633591046695208,-0.783771486320872,-0.40412759963939,0.106670125926839,-0.0974092135051103,1.90017804133291,1.36671534229759,1.46607888422377
"MT1E",-0.153809808266204,1.22911766453237,0.637746375491103,0.624939813199828,0.53307171360989,0.529060956219788,0.590834620111155,0.408469661911401,0.329659890423383,-1.44776563023786,-1.64735049893951,-1.63397475805534
"FGG",-0.267243166246654,-1.01414234137857,-0.734361741531087,-0.66191452413622,-0.614129689656001,-0.682054075251431,-0.290884548264817,-0.182387101100281,-0.384876689922899,1.72600820685211,1.47670851577879,1.62927715485706
"FGA",-0.482490701313287,-0.880852942256215,-0.574790282767704,-0.682578954821786,-0.72779391067004,-0.84980944233744,-0.274810074531123,-0.137104583896768,-0.225794450661414,1.63232376443885,1.629316230358,1.57438534845892
"FGB",-0.467938721111584,-1.14745511778315,-0.818692576227043,-0.621722434560303,-0.624092897653084,-0.634280745148684,-0.297864671834449,-0.0340191643217867,-0.0904517613971425,1.73379632464451,1.4595344888461,1.54318727654661
"ZG16",-0.691309245069947,-0.350380487485552,-0.506840619101738,-0.619156135769244,-0.859240580173196,-0.865876732671972,-0.415136590551604,-0.206476508648402,-0.308879050628646,1.91664443340168,1.63057107991024,1.27608043678839
"A2M",-0.369410926212612,-0.64615845346376,-0.616040553991297,-0.624858228250106,-0.792470448667718,-0.836213293928322,-0.3680517340462,-0.18858107638733,-0.441090869597061,1.78025245487826,1.57104686400464,1.5315762656615
"SERPINA1",-0.571614104852723,-0.599210320245613,-0.813821022739128,-0.408492506141581,-0.838419990040113,-0.898911106650192,-0.318817053546021,-0.0661261356780754,-0.268052927657136,1.90328725959758,1.55401904330075,1.32615886465225
"MT1H",-0.191738298237282,0.673830264347883,0.376692076055111,0.742137267935609,0.676274227410349,0.727887059779087,0.65954219072669,0.530061991658169,0.61720350067873,-1.52205419663597,-1.59856791349463,-1.69126817022374
"APOC2",-1.07161782758455,-0.470844509049661,-0.457214023155835,-0.323339659586805,-0.680953791571315,-1.0257735702687,-0.24903601418258,-0.117076900780697,-0.321783880816151,1.84649682365872,1.64756766395758,1.22357568937999
